,微博正文,发布时间,ip
155,"['伊朗', '克尔曼', '爆炸事件', '玄机', '伊朗', '东南部', '历史', '名城', '克尔曼', '市日', '发生', '爆炸事件', '近百人', '死亡', '受伤', '中东地区', '爆发', '新一轮', '巴以冲突', '陷入', '紧张状态', '加上', '据称', '以色列', '相关', '商船', '遭袭', '叙利亚', '伊拉克', '境内', '发生', '袭击', '事件', '不免', '担心', '巴以冲突', '进一步', '外溢', '制造', '爆炸', '爆炸', '发生', '苏莱曼', '墓地', '苏莱曼', '伊朗', '伊斯兰', '革命', '卫队', '下属', '圣城', '指挥官', '工作', '伊朗', '地区', '影响力', '打击', '极端', '组织', '伊斯兰', '苏莱曼', '伊拉克', '巴格达', '国际', '机场', '美国', '无人机', '爆发', '新一轮', '巴以冲突', '世界', '关注', '地区', '热点', '也门', '胡塞', '武装', '以色列', '公司', '拥有', '运营', '悬挂', '以色列', '国旗', '船只', '组织', '袭击', '合法', '目标', '伊朗', '胡塞', '武装', '之间', '千丝万缕', '美国', '西方', '国家', '一再', '指责', '伊朗', '应对', '商船', '遇袭', '承担责任', '分析', '人士', '凶手', '选择', '发动', '爆炸', '袭击', '利用', '中东地区', '紧张', '形势', '浑水摸鱼', '凶手', '试图', '外界', '事件', '巴以冲突', '牵扯', '美伊', '关系', '相关', '事件', '做出', '进一步', '激化', '地区', '矛盾', '情况', '中东地区', '局势', '混乱', '极端', '组织', '扩充', '实力', '传播', '影响', '极端', '组织', '希望', '效果', '新华', '视点', '伊朗', '克尔曼', '爆炸事件', '玄机']",2024/1/4 22:20,
232,"['哈马斯', '以色列', '加沙', '战争', '发展', '以色列', '应对', '暗杀', '哈马斯', '领导人', '报复', '自去', '以色列', '加沙', '袭击', '至少', '死亡', '至少', '受伤', '哈马斯', '袭击', '以色列', '死亡', '人数', '修正', '阿鲁里', '真主党', '据点', '贝鲁特', '南部', '无人机', '袭击', '丧生', '以色列', '尚未', '声称', '负责', '以色列', '军方', '哈马斯', '官员', '萨利赫', '阿鲁里', '黎巴嫩', '暗杀', '做好', '应对', '情况', '高度', '真主党', '袭击', '逃脱', '惩罚', '埃及', '总统', '塞西', '告诉', '美国国会', '代表团', '首要任务', '确保', '加沙', '停火', '法国', '谴责', '以色列', '部长', '巴勒斯坦人', '加沙', '移民', '言论', '法国', '以色列', '部长', '强制', '巴勒斯坦人', '离开', '加沙', '犹太', '定居者', '返回', '围困', '领土', '言论', '挑衅性', '本格', '维尔', '本周一', '和斯', '莫特', '里奇', '上周日', '发表', '相关', '言论', '法国外交部', '发表声明', '法国', '谴责', '以色列', '财政部长', '贝扎', '尔斯', '莫特', '里奇', '国家安全部', '伊塔', '马尔本格', '维尔', '相关', '言论', '呼吁', '以色列', '发表', '挑衅性', '声明', '不负责任', '加剧', '紧张局势', '也门', '胡塞', '武装', '声称', '袭击', '驶往', '以色列', '船只', '胡塞', '武装', '发言人', '叶海亚', '萨雷亚', '组织', '袭击', '集装箱船', '声称', '驶往', '以色列', '萨雷亚', '警告', '领导', '海域', '巡逻', '海军', '联盟', '美国', '干涉', '声称', '美国', '袭击', '回应', '惩罚', '情况', '美国', '海军', '击毙', '了名', '胡塞', '武装', '分子', '击沉', '胡塞', '船只', '美国', '海军', '组织', '集装箱船', '马士基', '杭州', '袭击', '真主党', '黎巴嫩', '拖入', '冲突', '黎巴嫩', '总理', '纳吉布', '米卡', '哈马斯', '官员', '萨利赫', '阿鲁里', '旨在', '黎巴嫩', '更深', '卷入', '加沙', '战争', '贝鲁特', '发生', '暗杀', '事件', '所有人', '关注', '接下来', '发生', '卡内基', '中东', '中心', '玛哈', '叶海亚', '阿鲁里', '暗杀', '升级', '叶海亚', '补充', '地区', '局势', '真主党', '特定', '时刻', '黎巴嫩', '拖入', '冲突', '以色列', '哈马斯', '加沙', '领导人', '叶海亚', '瓦尔', '行走', '尸体', '承诺', '杀死', '组织', '指挥官', '以色列政府', '宣称', '打击', '哈马斯', '领导人', '萨利赫', '阿鲁里', '以色列政府', '追捕', '哈马斯', '领导人', '政府', '公众', '支持', '这场', '战争', '认真对待', '这场', '战争', '政府', '希望', '确保', '哈马斯', '永远', '卷土重来', '无论是', '军事', '政治', '黎巴嫩真主党', '报复', '加沙', '战争', '爆发', '组织', '以色列', '北部', '边境', '袭击', '组织', '北部', '边境', '发动', '迫击炮', '袭击', '真主党', '实力', '哈马斯', '壮大', '拥有', '击中', '特拉维夫', '海法', '地区', '远程', '导弹', '局势', '大幅', '升级', '升级', '发生', '德国外交部', '红海', '袭击', '停止', '德国外交部', '发言人', '也门', '胡塞', '武装', '红海', '商船', '袭击', '接受', '停止', '美国', '领导', '海军', '联盟', '红海', '旨在', '威慑', '胡塞', '武装', '组织', '红海', '袭击', '以色列', '关联', '船只', '袭击', '事件', '迫使', '包括', '德国', '赫伯罗特', '航运公司', '暂停', '这条', '战略', '水道', '运营', '转而', '选择', '绕行', '非洲', '南部', '更长', '成本', '航线', '黎巴嫩', '将军', '哈马斯', '领导人', '贝鲁特', '会议', '表现', '安全漏洞', '黎巴嫩', '陆军', '将军', '埃利亚', '斯法', '哈特', '以色列', '利用', '哈马斯', '领导人', '技术', '安全漏洞', '发动', '贝鲁特', '袭击', '导致', '萨利赫', '阿鲁里', '巴勒斯坦', '组织', '官员', '丧生', '技术', '情报', '情报', '哈特', '告诉', '半岛', '电视台', '记者', '情报', '提供', '公寓', '位置', '哈马斯', '成员', '开会', '地方', '会议', '与会者', '信息', '包括', '与会者', '电话号码', '哈特', '无人机', '固定', '电话', '电子设备', '位置', '发射', '这位', '黎巴嫩', '将军', '怀疑', '阿鲁里', '意识', '导致', '袭击', '技术', '风险', '哈特', '指出', '地方', '会议', '地下', '禁止', '与会者', '携带', '电子设备', '伊朗', '哈马斯', '暗杀', '以色列', '目标', '伊朗', '哈马斯', '副总司令', '萨利赫', '阿鲁里', '暗杀', '证明', '以色列', '加沙', '战争', '失败', '伊朗', '外交部长', '阿卜杜拉', '希扬', '社交', '网站', '发表', '声明', '以色列', '国家', '邪恶', '行径', '和平', '威胁', '地区', '国家', '敲响', '警钟', '阿鲁里', '暗杀', '证明', '以色列', '加沙', '经历', '战争', '罪行', '种族灭绝', '破坏', '目标', '伊朗外交部', '发言人', '纳赛尔', '卡纳尼', '阿鲁里', '无疑', '点燃', '抵抗', '浪潮', '浪潮', '激起', '反抗', '犹太', '复国主义', '占领者', '动力', '巴勒斯坦', '地区', '全世界', '寻求', '自由', '当中', '哈马斯']",2024/1/3 22:15,陕西
235,"['巴以冲突', '最新进展', '回顾', '巴勒斯坦', '被占领土', '以色列', '时间', '时许', '这场', '冲突', '小时', '进展', '加沙', '中部', '南部', '猛烈', '轰炸', '毁灭性', '画面', '巴勒斯坦', '官员', '小时', '已有', '死亡', '死亡', '人数', '超过', '以色列', '军队', '占领', '约旦河西岸', '包括', '阿祖恩', '和杰宁', '发动', '致命', '袭击', '至少', '巴勒斯坦人', '死亡', '特拉维夫', '加沙', '北部', '撤离', '部队', '哈马斯', '武装人员', '以色列', '士兵', '之间', '激烈', '土耳其', '逮捕', '了名', '涉嫌', '以色列', '情报机构', '关联', '人员', '追捕', '更多', '嫌疑人', '以色列', '最高法院', '推翻', '内塔尼亚胡', '政府', '争议', '法律', '法律', '削弱', '高等法院', '权力']",2024/1/2 20:39,内蒙古
276,"['同一天', '美国', '国务卿', '安东尼', '布林肯', '启程', '中东地区', '日程', '多国', '领导人', '会晤', '舆论', '布林肯', '出访', '显现', '美国', '中东地区', '冲突', '升级', '担忧', '兰特', '声明', '公布', '以军', '加沙地带', '作战', '阶段', '军事', '部署', '包括', '加沙', '北部', '精准', '打击', '加沙', '南部', '进一步', '追踪', '巴勒斯坦伊斯兰抵抗运动', '哈马斯', '领导人', '声明', '以军', '加沙', '北部', '军事行动', '包括', '突袭', '摧毁', '巴勒斯坦', '武装', '组织', '地道', '空中', '地面', '打击', '出动', '特种部队', '加沙', '南部', '以军', '重点', '放在', '消灭', '哈马斯', '领导人', '解救', '哈马斯', '扣押', '约名', '人员', '兰特', '透露', '以军', '作战', '过渡', '以色列政府', '新闻', '办公室', '发表声明', '以方', '作战', '目标', '削弱', '巴勒斯坦', '武装', '组织', '加沙地带', '剩余', '势力', '媒体报道', '以色列', '承受', '国际', '社会', '降低', '军事行动', '强度', '压力', '面临', '国内', '巨额', '预算', '挑战', '兰特', '发表声明', '以军', '轰炸', '加沙', '南部', '尼斯', '加沙地带', '卫生部门', '通报', '以军', '导致', '加沙地带', '中部', '南部', '至少', '死亡', '包括', '儿童', '加沙地带', '卫生部门', '数据', '显示', '新一轮', '巴以冲突', '爆发', '以军', '加沙地带', '军事行动', '超过', '死亡', '超过', '受伤']",2024/1/5 21:00,
290,"['巴以冲突', '外溢', '也门', '胡塞', '武装', '红海', '袭击', '商船', '引发', '红海', '危机', '迫使', '商品', '绕行', '南非', '好望角', '改为', '铁路', '空运', '全球', '供应链', '环节', '引发', '连锁反应', '红海', '危机', '持续', '浙江', '外贸企业', '影响', '丹麦', '航运公司', '马士基', '拥有', '马士基', '杭州', '集装箱船', '袭击', '马士基', '随后', '暂停', '船舶', '穿越', '红海', '小时', '马士基', '公司', '商船', '命名', '杭州', '杭州', '关系', '红海', '危机', '持续', '浙江', '外贸企业', '影响', '记者', '采访', '外贸', '领域', '企潮', '新闻记者', '孙岚', '红海', '遇袭', '马士基', '杭州', '杭州', '关系', '浙江', '外贸企业', '条货']",2024/1/2 19:44,
300,"['巴以冲突', '最新进展', '回顾', '占领', '巴勒斯坦', '领土', '以色列', '格林尼治', '标准', '时间', '进展', '回顾', '以色列', '空袭', '导致', '尼斯', '家中', '死亡', '儿童', '爆炸', '碎片', '瓦西', '疏散', '巴勒斯坦人', '受伤', '救援', '组织', '位于', '尼斯', '巴勒斯坦', '红新月会', '总部', '再次', '袭击', '至少', '死亡', '受伤', '巴勒斯坦', '红新月会', '总部', '阿迈勒', '医院', '激烈', '持续', '炮击', '救护车', '地区', '救治', '伤员', '能力', '加沙', '市长', '叶海亚', '萨拉', '发出', '紧急', '呼吁', '飞地', '流离失所', '提供', '燃料', '环境卫生', '个人卫生', '服务', '面临', '饥荒', '风险', '哈马斯', '领导人', '萨利赫', '阿鲁里', '黎巴嫩', '暗杀', '以色列', '世界各地', '大使馆', '处于', '戒备状态', '美国', '国务卿', '安东尼', '布林肯', '中东', '美国', '特使', '阿莫斯', '霍赫斯坦', '访问', '以色列', '缓解', '以色列', '黎巴嫩', '边境', '紧张局势', '包括', '沙特阿拉伯', '卡塔尔', '荷兰', '国际', '社会', '越来越', '声音', '谴责', '以色列', '部长', '呼吁', '巴勒斯坦人', '离开', '加沙', '以色列', '定居者', '腾出', '空间', '呼吁']",2024/1/4 20:40,内蒙古
301,"['妄言', '国际', '社会', '赢家', '大毛', '俄罗斯', '大毛', '政治', '军事', '经济', '版图', '丰收', '在政治上', '大帝', '战略眼光', '应变能力', '大毛', '政治', '正确', '道路', '军事', '大毛', '战争', '巴以冲突', '寻找', '正确', '战术', '击溃', '乌克兰', '战略', '目的', '深层次', '目的', '瓦解', '北约', '东欧', '军事力量', '部署', '俄罗斯', '军事', '经济', '能源', '粮食', '出口', '大国', '俄罗斯', '战争', '经济', '增长', '反而', '领先', '欧洲', '国家', '美联储', '减息', '政策', '实施', '预计', '国际', '能源价格', '突突', '上涨', '俄罗斯', '波利', '但要', '大毛', '能源', '出口', '绑定', '人口', '大国', '能源', '印度', '能源', '大毛', '国内', '经济', '增长', '极度', '依赖', '军工', '产业', '极速', '增长', '军工', '产品', '黄金', '石油', '国际', '硬通货', '超级大国', '经济', '供给', '交付给', '超级大国', '合作', '伙伴', '甜蜜', '危险', '大毛', '胃口', '不仅仅', '乌东', '瓦解', '东欧', '美国', '为首', '北约', '力量', '一劳永逸', '解决目前', '处境', '最优', '路线', '国家', '充分利用', '充分利用', '合作', '甜蜜', '积蓄', '力量', '东北亚', '突破', '岛链', '尽力', '南亚次大陆', '中国', '经济', '命运', '共同体', '充分利用', '巴以冲突', '钳制', '美国', '中国', '提出', '巴勒斯坦', '建国', '方针', '解决', '巴以冲突', '赢得', '阿拉伯', '人民', '认可', '阿拉伯', '世界', '人心', '中国', '以色列', '答应', '没法', '答应', '中国', '以色列', '骑虎难下', '美国', '更是', '难以', '抽身', '地区冲突', '大国', '博弈', '影子', '胡塞', '背后', '伊朗', '伊朗', '大哥', '大毛', '大毛', '金主', '中国', '解决', '巴以', '根源', '美中俄', '较量']",2024/1/1 21:23,四川
322,"['加沙地带', '最新', '军事', '局势', '地图', '回顾', '加沙地带', '北部', '南部', '战线', '最新', '军事', '局势', '加沙地带', '北轴', '巴利亚', '难民营', '加沙', '市中心', '地区', '地区冲突', '以军', '加沙城', '中部', '缓慢', '推进', '清理', '地区', '包围圈', '趋势', '持续', '加沙城', '中心', '地区', '很快', '落入', '以色列', '占领军', '控制', '之下', '特拉', '希亚', '轴线', '以军', '地区', '北部', '推进', '加沙地带', '中轴线', '以军', '难民营', '难民营', '内和镇', '东部', '激烈', '以军', '打算', '占领', '营地', '向镇', '营地', '进发', '加沙地带', '南轴', '以色列', '政权', '军队', '缓慢', '持续', '地向', '尼斯', '市区', '郊区', '推进', '库扎', '轴心', '尼斯', '南郊', '以军', '程度', '加大', '推进', '尼斯', '东郊', '地区', '以色列', '政权', '兵力', '方向', '挺进', '占领', '地区', '加紧', '地区', '包围', '西部', '进展', '尼斯', '北部', '以军', '推进', '占领', '更多', '地区', '这条', '轴线', '以军', '实际上', '摧毁', '尼斯', '东部', '东北部', '地区', '地图', '消失', '以军', '持续', '入侵', '地区', '卫星', '图像', '检查', '农场', '城市', '建筑', '猛烈', '轰炸', '以色列', '推土机', '蓄意', '摧毁', '夷为平地', '海岸', '猎人', '水相']",2024/1/1 21:07,广西
337,"['哈马斯', '冻结', '以色列', '谈判', '哈马斯', '政治局', '主席', '萨利赫', '阿鲁里', '黎巴嫩', '首都', '贝鲁特', '以色列', '无人机', '空袭', '身亡', '新一轮', '巴以冲突', '爆发', '死于', '以军', '哈马斯', '最高级别', '官员', '路透社', '报道', '阿鲁里', '生于', '巴勒斯坦', '约旦河西岸', '地区', '哈马斯', '元老级', '人物', '哈马斯', '旗下', '武装', '组织', '卡桑', '创始人', '阿鲁里', '负责', '哈马斯', '约旦河西岸', '以方', '指认', '策划', '发生', '约旦河西岸', '袭击', '阿鲁里', '哈马斯', '黎巴嫩真主党', '关系', '发挥', '巨大作用', '哈马斯', '消息人士', '哈马斯', '通知', '卡塔尔', '埃及', '冲突', '斡旋', '冻结', '以色列', '谈判', '以色列', '国土报', '报道', '阿鲁里', '改变', '形势', '和平谈判', '进展', '哈马斯', '领导人', '伊斯梅尔', '哈尼亚', '发表', '电视讲话', '哈马斯', '永远', '打败', '以军', '哈马斯', '强大', '坚定', '一审', '戴岸松', '二审', '德军', '三审', '治国']",2024/1/3 21:33,
348,"['埃塞俄比亚', '北部', '地区', '信仰', '犹太教', '埃塞俄比亚', '犹太人', '法拉', '沙人', '意为', '流亡者', '陌生人', '犹太人', '贬义词', '居住', '以色列', '族群', '人口', '超过', '出生', '埃塞俄比亚', '出生', '以色列', '回归', '犹太人', '犹太', '父母', '祖父母', '配偶', '有权', '定居', '以色列', '公民', '身份', '以色列政府', '安排', '营救', '面临', '内战', '饥荒', '威胁', '埃塞俄比亚', '犹太人', '营救', '以色列', '著名', '摩西', '所罗门', '列王', '荣耀', '族群', '埃塞俄比亚', '国王', '孟尼利', '来到', '埃塞俄比亚', '以色列', '后裔', '传说', '孟尼利', '以色列', '国王', '所罗门', '非洲', '示巴', '女王', '儿子', '埃塞俄比亚', '犹太人', '来自', '苏丹', '非洲', '黑人', '难民', '以色列', '程度', '歧视', '发生', '血库', '事件', '以色列', '防范', '艾滋病毒', '传染病', '理由', '拒绝接受', '埃塞俄比亚', '犹太人', '捐血']",2024/1/3 21:27,印度
356,"['胡塞', '武装', '打算', '袭击', '美国', '中东', '军事基地', '也门', '胡塞', '组织', '指挥部', '美国', '支持', '以色列', '巴勒斯坦人', '袭击', '威胁', '军事行动', '美国', '地区', '目标', '胡塞', '武装', '声明', '组织', '打算', '袭击', '中东', '军事基地', '胡塞', '武装', '从今天起', '包括', '美国', '军队', '敌人', '展开', '前所未有', '战争', '目标', '遍布', '西亚', '美军基地', '美国', '试图', '军事', '措施', '地区', '军事设施', '发射', '导弹', '胡塞', '武装', '指挥部', '声明', '附带', '地图', '显示', '美国', '伊拉克', '卡塔尔', '阿曼', '沙特阿拉伯', '科威特', '阿联酋', '基地', '保守', '估计', '至少', '中东', '美军', '也门', '胡塞', '武装', '导弹', '攻击', '目标', '军事', '评论']",2024/1/2 18:54,吉林
360,"['英国', '国防', '大臣', '英国', '攻击', '红海', '胡塞', '叛军', '也门', '胡塞', '叛军', '红海', '袭击', '货船', '英国', '美国', '拟定', '空袭', '计划', '英国', '国防', '大臣', '格兰特', '沙普斯', '英国', '采取行动', '保护', '关键', '航道', '沙普斯', '每日电讯', '报上', '撰文', '伊朗', '支持', '胡塞', '武装', '误解', '货船', '非法', '扣押', '袭击', '负责', '英国', '美国', '预计', '发布', '联合声明', '胡塞', '武装', '发出', '停止', '进一步', '袭击', '警告', '胡塞', '叛军', '誓言', '破坏', '海上', '交通', '回应', '以色列', '加沙', '袭击', '美国', '海军', '摧毁', '胡塞', '武装', '小船', '小船', '船员', '试图', '登上', '红海', '一艘船', '军方', '胡塞', '武装', '马士基', '杭州', '开枪', '美国', '直升机', '求救信号', '出于', '自卫', '击沉', '船只', '独立报']",2024/1/2 18:53,吉林
385,"['说完', '基辅', '红红火火', '蓝星', '防空军', '震惊', '拦截', '匕首', '摧毁', '空中', '目标', '敌人', '再次', '形式', '空袭', '大规模', '攻击', '发生', '关键', '基础设施', '工业', '民用', '军事设施', '袭击', '攻击', '方向', '乌克兰', '首都', '第一波', '东南', '方向', '发起', '无人机', '攻击', '攻击', '无人机', '防空', '摧毁', '敌军', '动用', '战略', '航空兵', '轰炸机', '架飞机', '发射', '位置', '发射', '至少', '空基', '巡航导弹', '时分', '防空', '记录', '俄军', '战斗机', '发射', '匕首', '弹道导弹', '敌军', '海上', '发射', '口径', '巡航导弹', '北部', '发射', '伊斯坎德尔', '弹道导弹', '战术', '飞机', '雷达', '导弹', '初步', '敌军', '发射', '导弹', '空军', '乌克兰', '国防军', '部队', '合作', '摧毁', '空中', '目标', '匕首', '弹道导弹', '巡航导弹', '口径', '巡航导弹', '守护', '天空', '走向', '胜利', '来源', '武大', '伊万', '水獭']",2024/1/2 18:46,北京
388,"['截至', '红利', '曼之战', '俄军', '托尔斯', '以北', '推进', '俄军', '红利', '方向', '进攻', '战线', '目标', '消灭', '乌克兰', '武装部队', '热列别茨', '河右岸', '桥头堡', '俄罗斯', '武装部队', '突破', '乌克兰', '武装部队', '特尔', '扬波', '利夫', '地区', '防御', '乌克兰人', '发布', '视频', '记录', '俄罗斯', '军队', '布罗德', '峡谷', '以北', '推进', '情况', '俄军', '距离', '特尔', '林带', '尽管如此', '乌克兰', '部队', '抵抗', '不时', '发起', '反击', '推进', '俄罗斯', '突击队', '打击', '解放', '特尔', '扬波', '利夫', '卡涅夫', '西克', '特尔', '乌军', '防御', '变得', '困难', '乌克兰', '不得不', '削弱', '前线', '防御', '南翼', '攻击', '俄罗斯', '媒体报道', '俄罗斯', '军队', '塞雷', '布良卡', '林区', '成果', '信息', '尚未', '客观', '证实', '武大', '伊万', '水獭', '陆瑞', '近卫', '大象']",2024/1/5 19:52,北京
409,"['杂谈', '平常', '往事', '难得糊涂', '可道', '广西', '砂糖', '游学', '哈尔滨', '火遍', '全网', '看着', '喜乐', '画面', '战争', '巴以冲突', '之间', '剑拔弩张', '画面', '放在', '风景', '独好', '至少', '祥和', '平安', '喜乐', '和平', '稳定', '无论如何', '和平', '稳定', '免谈', '去过', '湖南', '九嶷山', '交通不便', '不怎么', '有名', '九嶷山', '舜帝', '三皇五帝', '三皇', '尧帝', '尧帝', '舜帝', '女婿', '中华民族', '德治', '天下', '始于', '舜帝', '九嶷山', '舜帝', '九嶷山', '狩猎', '得病', '随行', '的就', '埋葬', '留下', '记号', '回去', '报告', '舜帝', '女儿', '不见', '记号', '山峰', '找到', '九嶷山', '得名', '舜帝', '群山', '环抱', '当中', '盆地', '开阔', '舜帝', '钟楼', '鼓楼', '长廊', '帝皇', '气派', '舜帝', '圣殿', '供奉', '尧舜禹', '殿里', '负责', '解签', '道士', '戴眼镜', '道士', '聊天', '讲述', '故事', '舜帝', '史前', '文字', '记载', '口口相传', '老子', '学说', '德治', '疑问', '本义', '直视', '所行', '方向', '密不可分', '老子', '学说', '道德经', '人与自然', '之间', '关系人', '之间', '关系人', '关系', '涵盖', '国与国', '关系', '国与国', '之间', '关系', '和平共处', '互通有无', '之间', '关系', '以礼相待', '友善', '相处', '尊重', '国家', '和平', '社会', '和谐', '砂糖', '橘们', '小土豆', '等等等等', '全网', '关注', '备受', '宠爱', '老吾老', '以及人之老', '幼吾幼以及人之幼', '天下', '运于', '舜帝', '永福', '永福', '永福', '工程', '工程', '小于', '舜帝', '投资', '永福', '大门', '对联', '横批', '清静', '福地', '清静', '福地', '偌大', '寺里', '游客', '自由自在', '寺里', '慢走', '门旁', '屋里', '坐下', '负责', '买票', '警卫', '小王', '闲聊', '小王', '永福', '寺内', '和尚', '后者', '是从', '少林寺', '永福', '方丈', '少林寺', '挂名', '不来', '和尚', '生活', '起居', '料理', '工作人员', '负责', '卖票', '舜帝', '寺庙', '卖票', '香火', '功德', '买票', '办法', '小王', '最多', '超过', '舜帝', '永福', '冷落', '交通不便', '之外', '新建', '重建', '舜帝', '一期', '工程', '二期', '不知', '有没有', '原因', '不知', '境况', '可能性', '不大', '舜帝', '签在', '圣殿', '签号', '签在', '帝陵', '门外', '签号', '释签', '吉相', '老者', '说好听', '舒服', '开心', '自我感觉', '走来', '确实', '相遇', '相处', '好人', '善良', '真诚', '陌生人', '给予帮助', '譬如', '修理', '空调', '湖南', '小伙', '譬如', '黄姚', '吴家', '真诚', '款待', '感恩', '九嶷山', '旅店', '门外', '广场', '广场', '上有', '塑像', '周敦颐', '广场', '周敦颐', '广场', '名臣', '儒家', '理学', '开山鼻祖', '理学', '核心', '德治', '为官', '后裔', '江浙', '一带', '鲁迅', '周树人', '先祖', '广场', '响起', '音乐', '女人', '居多', '跳起', '广场', '广场', '祥和', '广场', '边上', '不远处', '不少', '饭店', '餐桌', '放在', '门外', '大排档', '就近', '看着', '广场', '跳舞', '人群', '年轻', '女子', '模样', '坐来', '搭讪', '家里', '独生女', '画廊', '俗露', '衣着', '疑惑', '想起', '广州', '画廊', '范柏祥', '画廊', '能开', '未必', '看上去', '艺术', '气质', '雅士', '明白', '发廊', '画廊', '热情', '拿出', '桔子', '拿出', '棉花', '好吃', '尝尝', '摆摆手', '谢绝', '爱理不理', '冷漠', '讨厌', '点点头', '知趣', '摊主', '走过', '混混', '吸毒', '全国', '社会', '外来', '思想', '文化', '德治', '人口', '想到', '标语', '湖南', '随处可见', '标语', '计划生育', '湖南人', '文化底蕴', '标语', '思想', '说法', '生男生女', '顺其自然', '生男生女', '女儿', '后人', '溺死', '女婴', '犯罪', '少生', '优育', '小康', '大路货', '诸如', '计划生育', '基本国策', '标语', '状况', '真实', '表现', '标语', '所言', '越多', '重男轻女', '湖南', '恐怕', '名列前茅', '广西', '标语', '情形', '差不多', '黄姚', '古镇', '吴家见', '吴妈', '吴妹', '吴媳', '手脚', '不停', '天亮', '天黑', '吴爹', '吴儿', '闲着', '东家', '游到', '西家', '重男轻女', '根深蒂固', '女人', '苦着', '怨言', '湖南', '江永', '街头', '摩托', '待客', '驾车', '女将', '女将', '摩托', '英武', '想起', '穆桂英', '挂帅', '借口', '问路', '顺便', '男人', '干什么', '洗车', '宁远', '洗车', '或许', '洗车', '女将', '湖南', '广西', '贫穷', '身为', '男人', '地位', '权威', '享清福', '赚钱', '养家', '大老爷', '幸福', '重男轻女', '由来已久', '长期', '处在', '农耕社会', '农耕', '男丁', '劳力', '工商业', '社会', '依然', '重男轻女', '思想观念', '思维', '意识', '惯性作用', '地方', '城市', '中国', '经济', '中心', '上海', '像是', '呵呵', '物极必反', '四川', '去过', '好像', '类似', '湖南', '标语', '重男轻女', '感觉', '反倒', '时不时', '听到', '耳朵', '耳朵', '四川', '方言', '怕老婆', '上海', '气管炎', '妻管严', '提到', '四川', '新闻', '申花', '续约', '合同', '到期', '球员', '巴索', '戈晏', '新力', '彭欣力', '刘若钒', '外援', '本土', '球员', '四川', '娃子', '彭刘', '离开', '可惜', '能力', '彭曾', '重庆', '核心', '大腿', '球员', '申花', '发挥', '应有', '水平', '出自', '根宝', '基地', '佼佼者', '申花', '挖来', '刘来后', '球迷', '称之为', '如麻', '进球', '如麻', '厚望', '技术', '能力', '带球', '突破', '节奏', '很好', '近两年', '伤病', '球场上', '难得一见', '铁打的营盘流水的兵', '彭刘之', '离去', '没什么', '球队', '刘曾', '外租', '成都', '蓉城', '表现', '不错', '队内', '得分手', '两位数', '申花', '不行', '踢踢', '不行', '至少', '低于', '预期', '个例', '百思不得其解', '究竟', '球员', '申花', '说不清道不明', '水土不服', '风水', '离开', '申花', '上球', '能力', '没球', '好运', '可道', '足球', '中国', '足球', '申花', '足球', '糊涂账', '至少', '中国', '足球', '申花', '足球', '老同志', '脑子里', '糊涂账', '球迷', '不费', '脑筋', '糊涂', '着看', '难得糊涂', '难得糊涂', '扇子', '平常', '往事', '提到', '房间', '找到', '希望', '难得糊涂']",2024/1/6 18:25,上海
