,微博正文,发布时间,ip
18801,"['记录', '战争', '血腥', '残酷', '巴以', '新一轮', '冲突', '持续', '超过', '加沙', '地带', '卫生部门', '以军', '加沙', '地带', '军事行动', '巴勒斯坦人', '死亡', '包括', '儿童', '受伤', '看着', '惊人', '可怕', '数字', '触目惊心', '潸然泪下', '珍爱', '和平', '远离', '战争', '强大', '国家', '捍卫']",2023/11/10 19:13,
18812,"['以军', '地面部队', '加沙城', '巴以冲突', '已致', '超人', '死亡', '以色列国防军', '发言人', '以军', '地面部队', '加沙城', '摧毁', '哈马斯', '据点', '缴获', '火箭弹', '民众', '以军', '开放', '公路', '加沙', '南部', '撤离', '哈马斯', '下属', '武装', '派别', '卡桑', '旅则', '加沙', '地带', '以军', '激烈', '交火', '击毁', '以军', '坦克', '军车', '央视', '新闻']",2023/11/9 11:09,
18816,"['美国防部', '确认', '核潜艇', '抵达', '海湾地区', '彭博社', '报道', '美国国防部', '官员', '确认', '美军', '派遣', '俄亥俄', '巡航导弹', '核潜艇', '佛罗里达', '抵达', '海湾地区', '新一轮', '巴以冲突', '爆发', '美国', '以色列', '输送', '武器弹药', '地中海', '东部', '派遣', '航母', '战机', '增强', '中东地区', '军事', '小央', '视频', '微博', '视频', '收起', '小央', '视频', '微博', '视频']",2023/11/9 11:08,
18828,"['以色列', '总理', '内塔尼亚胡', '停火', '意味着', '哈马斯', '投降', '以色列', '总理', '内塔尼亚胡', '停火', '意味着', '哈马斯', '投降', '以色列', '总理', '本雅明', '内塔尼亚胡', '接受', '福克斯', '新闻', '首席', '政治', '主播', '布雷特', '拜尔', '专访', '加沙', '计划', '花费', '时间', '同意', '停火', '停火', '选择', '巴以冲突', '以色列', '现状', '以色列', '以色列', '以色列']",2023/11/10 14:49,
18831,"['以军', '地面部队', '加沙城', '巴以冲突', '已致', '超人', '死亡', '以色列国防军', '发言人', '以军', '地面部队', '加沙城', '摧毁', '哈马斯', '据点', '缴获', '火箭弹', '民众', '以军', '开放', '公路', '加沙', '南部', '撤离', '哈马斯', '下属', '武装', '派别', '卡桑', '旅则', '加沙', '地带', '以军', '激烈', '交火', '击毁', '以军', '坦克', '军车', '央视', '新闻', '微博', '视频', '央视', '新闻', '不负', '梦想']",2023/11/9 8:27,
18843,"['副总裁', '巴以冲突', '导致', '油价', '暴涨', '以色列', '巴勒斯坦', '冲突', '国际货币基金组织', '总裁', '吉塔', '戈皮纳特', '巴以冲突', '升级', '大规模', '地区冲突', '导致', '油价', '急剧', '上涨', '影响', '全球', '整体', '通胀率', '戈皮纳特', '国际货币基金组织', '研究会', '大规模', '地区冲突', '石油价格', '急剧', '上涨', '价格上涨', '速度', '居高不下', '情况', '影响', '全球', '整体', '通胀率', '副总裁', '巴以冲突', '导致', '油价', '暴涨']",2023/11/10 11:53,
18844,"['国际', '时讯', '巴以冲突', '走向', '以军', '实施', '战术性', '局部', '停火', '综合', '报道', '当地', '时间', '以色列', '高级官员', '以军', '同意', '加沙', '北部', '实行', '小时', '人道主义', '暂停', '巴以冲突', '截至', '已有', '死亡', '人道主义', '灾难', '死伤', '巴以冲突', '巴以', '局势', '升级', '影响', '走向']",2023/11/10 11:52,
18845,"['美国', '载有', '军事装备', '货船', '抵达', '阿什', '杜德', '港口', '以军', '士兵', '平板', '拖车', '港口', '等待', '接收', '装备', '以方', '统计', '截至', '已有', '运输机', '船舶', '装载', '武器装备', '抵达', '以色列', '美国', '从来', '扮演', '火上浇油', '角色', '美国', '世界', '平静', '巴以冲突', '工坊', '微博', '视频']",2023/11/10 11:52,
18848,"['以色列', '建国', '阿拉伯', '国家', '围攻', '导致', '中东战争', '爆发', '战争', '以色列', '起初', '重创', '利用', '联合国', '停战', '契机', '壮大', '最终', '签订', '停火协议', '结束', '战争', '巴勒斯坦', '土地', '以色列', '强占', '阿拉伯', '国家', '之间', '互相承认', '攻占', '土地', '战争', '中东地区', '矛盾加剧', '历次', '中东战争', '埋下', '隐患', '中东', '风云', '巴以冲突', '历史渊源', '列强', '干预', '妥协', '中东战争', '网页', '链接']",2023/11/10 13:52,
18852,"['奥斯卡', '影后', '欧洲议会', '发声', '呼吁', '巴以', '停火', '联合国', '难民署', '亲善大使', '奥斯卡', '最佳', '主角奖', '澳美', '国籍', '演员', '凯特', '布兰', '切特', '欧洲议会', '发表', '演讲', '呼吁', '以色列', '哈马斯', '人道主义', '停火', '提及', '巴以', '新一轮', '冲突', '夺去', '无辜', '生命', '人道主义', '停火', '释放', '被扣', '人质', '平民']",2023/11/10 13:49,
18853,"['中国', '特使', '出席', '支援', '加沙', '平民', '会议', '中国政府', '中东问题', '特使', '翟隽', '巴黎', '出席', '支援', '加沙', '平民', '国际', '人道主义', '会议', '接受', '总台', '记者', '独家', '采访', '加沙', '地带', '中方', '立场', '尽快', '停火', '止战', '遵守', '国际', '国际', '社会', '加大', '外交', '努力', '局势', '降温', '巴以冲突', '央视', '新闻', '客户端', '央广', '军事', '微博', '视频']",2023/11/10 13:49,
18854,"['巴以冲突', '伊朗', '左右为难', '下手', '对不起', '支持', '哈马斯', '黎巴嫩', '叙利亚', '寒心', '下手', '实力', '美国', '美国', '航母', '开到', '地中海', '特种兵', '虎视耽耽', '伊朗', '动手', '美国', '势必', '跟着', '动手', '甘心', '伊朗', '机会', '大国', '大国', '支持', '伊朗', '势必', '出手', '巴以冲突']",2023/11/9 0:24,
18855,"['巴勒斯坦', '选择', '放弃', '巴勒斯坦', '总统', '阿巴斯', '无奈', '放弃', '反抗', '以色列', '低头', '谴责', '哈马斯', '主动', '袭击', '以色列', '曲线救国', '从来', '出路', '阿巴斯', '以色列', '表达', '立场', '放下', '武器', '选择', '投降', '出人意料', '谴责', '哈马斯', '以色列', '袭击', '以色列', '并未', '放过', '反而', '试图', '赶出', '约旦河西岸', '从来', '救世主', '巴勒斯坦', '人民', '团结起来', '巴以冲突']",2023/11/9 0:23,
18863,"['战况', '解析', '焦化厂', '俄军', '志在必得', '哈马斯', '歼灭', '以军', '精锐', '乌克兰', '局势', '局势', '最新进展', '战争', '速报', '战争', '战争', '速报', '巴以冲突', '以色列', '哈马斯', '加沙', '以军', '包围', '加沙城', '战况', '解析', '焦化厂', '俄军', '志在必得', '哈马斯', '歼灭', '以军', '精锐']",2023/11/10 18:22,
18865,"['特别', '报导', '记者', '跟随', '以色列', '军队', '加沙', '以色列', '控制', '加沙', '地带', '北部', '国际事务', '编辑', '杰里米', '鲍文', '以色列国防军', '加沙', '断壁残垣', '目光', '所及', '沦为', '瓦砾', '以色列国防军', '展示', '所称', '哈马斯', '民宅', '掩护', '武器', '工厂', '导有', '编辑', '控制权', '以色列', '军方', '查看', '跟随', '拍摄', '画面', '巴以冲突', '洋葱', '军事', '新闻', '微博', '视频']",2023/11/10 18:20,
18875,"['以色列', '美国', '日本', '德国', '英国', '印度', '菲律宾', '越南', '希望', '停火', '以色列', '野心勃勃', '美国', '到处', '煽风点火', '日本', '贼心不死', '德国', '解除', '军事', '英国', '维护', '美帝', '霸权', '印度', '吞并', '巴基斯坦', '菲律宾', '趁火打劫', '越南', '兴风作浪', '中国', '真心', '希望', '世界', '和平', '一心一意', '谋发展', '巴以', '局势', '观察', '巴以冲突', '以色列', '巴勒斯坦', '冲突']",2023/11/10 22:08,
18876,"['哈马斯', '求援', '以色列', '绝不', '停手', '到底', '拯救', '巴勒斯坦', '以色列', '不再', '试探', '毕竟', '联合国', '出面', '停火', '停留', '嘴上', '至今', '为止', '国家', '敢于', '正面战场', '给予', '哈马斯', '形势', '支持', '分析', '猜测', '巴以冲突', '爆发', '或多或少', '伊朗', '影子', '事实证明', '以色列', '加沙', '发动', '进攻', '伊朗', '的确', '仅限于', '网页', '链接']",2023/11/10 22:07,
18881,"['敬重', '这位', '议员', '正义', '很刚', '巴以冲突', '欧洲', '议员', '莱尔', '戴利', '以色列', '时间', '加沙', '废墟', '街道', '沾满', '儿童', '鲜血', '欧美', '武器', '欧美', '支援', '冯德', '莱恩', '说出', '停火', '不仅仅', '以色列', '种族灭绝', '欧洲', '黄媒', '真相', '小凡', '好摄', '微博', '视频']",2023/11/10 22:00,
18890,"['巴以冲突', '绊倒', '拜登', '连任', '面临', '三大', '拦路虎', '发出', '内战', '预警', '巴以冲突', '拜登', '特朗普', '老大', '付出', '老大', '代价', '美国', '以色列', '好处', '见到', '拜登', '引火烧身', '民调', '数据', '显示', '影响', '美国', '总统大选', '关键', '个州', '特朗普', '个州', '支持率', '高于', '拜登', '田柳', '微博', '视频']",2023/11/9 10:20,
18891,"['加沙', '儿童医院', '以军', '轰炸', '透视', '巴以冲突', '巴勒斯坦', '通讯社', '报道', '以色列', '军队', '位于', '加沙城', '以西', '纳斯尔', '儿童医院', '发射', '炮弹', '医院', '设施', '受损', '巴勒斯坦', '电视台', '报道', '纳斯尔', '儿童医院', '院长', '以军', '轰炸', '医院', '停止', '服务', '儿童', '氧气', '断供', '死亡', '以色列', '对此', '暂无', '回应', '印度', '巴基斯坦', '再次', '交火', '小央', '视频', '微博', '视频']",2023/11/10 17:32,
18892,"['加沙', '武装', '组织', '接受', '前提', '停火', '透视', '巴以冲突', '以色列', '巴勒斯坦', '武装', '组织', '释放', '扣押', '以色列', '人员', '以方', '停火', '对此', '加沙', '地带', '武装', '组织', '发言人', '接受', '总台', '报道', '采访', '接受', '停火', '前提', '以军', '停止', '加沙', '地带', '袭击', '特别', '平民', '袭击', '小央', '视频', '微博', '视频']",2023/11/10 17:31,
18898,"['哈马斯', '媒体', '办公室', '加沙', '地带', '住房', '空袭', '受损', '当地', '时间', '巴勒斯坦伊斯兰抵抗运动', '哈马斯', '媒体', '办公室', '巴以', '爆发', '新一轮', '大规模', '冲突', '以军', '加沙', '地带', '投放', '炸药', '炸弹', '加沙', '地带', '住房', '空袭', '受损', '住房', '摧毁', '初步', '估计', '住宅', '基础设施', '损失', '说法', '以色列', '暂无', '回应', '央视', '新闻', '客户端', '以色列', '巴勒斯坦', '冲突']",2023/11/10 17:21,
18913,"['联合国', '加沙', '北部', '逃往', '南部', '联合国', '人道主义', '办公室', '轰炸', '飞地', '局势', '最新更新', '更多', '详细信息', '超过', '以色列', '军方', '开辟', '走廊', '加沙', '瓦迪', '北部', '地区', '逃往', '南部', '地区', '留在', '加沙', '地带', '北部', '努力', '获取', '生存', '所需', '最低', '限度', '食物', '巴以冲突', '巴以冲突', '升级']",2023/11/10 15:44,
18930,"['巴以冲突', '美军', '无人机', '胡塞', '武装', '击落', '福克斯', '新闻', '援引', '消息人士', '胡塞', '武装', '萨姆', '导弹', '击落', '美国', '价值', '无人机', '萨姆', '胡塞', '武装', '伊朗', '升级', '称为', '特尔', '防空', '导弹', '导弹', '采用', '雷达', '半主动', '制导', '射程']",2023/11/9 9:29,
18935,"['程墨', '以军', '小时', '临时', '停火', '民众', '持续', '转移', '乌克兰', '局势', '局势', '最新进展', '战争', '速报', '战争', '战争', '速报', '巴以冲突', '以色列', '哈马斯', '加沙', '以军', '包围', '加沙城', '程墨', '以军', '小时', '临时', '停火', '民众', '持续', '转移']",2023/11/10 19:10,
18942,"['加沙', '儿童医院', '炮击', '儿童', '断氧', '死亡', '巴以冲突', '超人', '死亡', '巴勒斯坦', '媒体', '报道', '以色列', '军队', '位于', '加沙城', '以西', '纳斯尔', '儿童医院', '发射', '炮弹', '医院', '设施', '受损', '医院院长', '以军', '轰炸', '医院', '停止', '服务', '儿童', '氧气', '断供', '死亡', '以色列', '对此', '暂无', '回应', '央视', '新闻', '微博', '视频']",2023/11/10 11:00,
18943,"['以军', '轰炸', '儿童医院', '停止', '服务', '关注', '巴以冲突', '动态', '巴勒斯坦', '媒体', '报道', '以色列', '军队', '位于', '加沙城', '以西', '纳斯尔', '儿童医院', '发射', '炮弹', '医院', '设施', '受损', '医院院长', '以军', '轰炸', '医院', '停止', '服务', '儿童', '氧气', '断供', '死亡', '以色列', '对此', '暂无', '回应', '加沙', '儿童医院', '炮击', '儿童', '断氧', '死亡', '央视', '新闻', '央视', '新闻', '微博', '视频']",2023/11/10 10:59,
18946,"['加沙', '儿童医院', '炮击', '儿童', '断氧', '死亡', '巴以冲突', '超人', '死亡', '巴勒斯坦', '媒体', '报道', '以色列', '军队', '位于', '加沙城', '以西', '纳斯尔', '儿童医院', '发射', '炮弹', '医院', '设施', '受损', '医院院长', '以军', '轰炸', '医院', '停止', '服务', '儿童', '氧气', '断供', '死亡', '以色列', '对此', '暂无', '回应', '以色列', '轰炸', '加沙', '儿童医院', '央视', '新闻', '安徽', '反邪教', '微博', '视频']",2023/11/10 10:58,
18953,"['乌军', '克里米亚', '发动', '混合', '袭击', '无人机', '试图', '打击', '费奥多', '西亚', '油库', '击落', '随后', '试图用', '海王星', '反舰导弹', '打击', '切尔诺', '莫尔斯', '科耶', '俄军', '基地', '打歪', '分散', '俄军', '注意力', '俄军', '等待', '海王星', '导弹', '无人', '乌兹卡', '亚湾', '袭击', '黑海舰队', '幸好', '资产', '损伤', '人员伤亡', '新知', '博主', '局势', '新进展', '泽连斯基', '巴以冲突', '减少', '国际', '关注']",2023/11/10 16:47,
18965,"['以军', '公布', '最新', '战果', '视频', '以色列', '军队', '公布', '清理', '哈马斯', '地道', '火箭', '发射', '阵地', '视频', '以色列', '防长', '兰特', '以军', '海陆空', '部队', '协同作战', '地面部队', '南部', '北部', '攻入', '加沙城', '中心', '加沙城', '周边地区', '封锁', '巴以冲突', '俄罗斯', '微博', '视频']",2023/11/9 11:05,
18966,"['三亚', '头条', '发布', '人满为患', '加沙', '地带', '医院', '避难所', '央视', '巴以冲突', '持续', '加沙', '地带', '医院', '药品', '燃料', '短缺', '面临', '流离失所', '居民', '涌入', '以军', '袭击', '威胁', '院区', '搭帐篷', '走廊', '床垫', '加沙', '地带', '医院', '希法', '医院', '大型', '避难所', '人民日报', '人民日报', '微博', '视频']",2023/11/9 11:05,
18968,"['以色列', '加沙', '地带', '发动', '袭击', '受害者', '人数', '超过', '包括', '儿童', '妇女', '房屋', '加沙', '地带', '医院', '大型', '避难所', '以军', '地面部队', '加沙城', '巴以冲突', '已致', '超人', '死亡', '医院', '避难', '加沙', '居民', '讲述', '艰难', '处境', '棉花', '絮飞', '微博', '视频']",2023/11/9 11:04,
18969,"['工作', '美丽', '阿拉伯', '记者', '地区', '报道', '穿着', '服饰', '希望', '平安', '加沙', '地带', '医院', '大型', '避难所', '以军', '地面部队', '加沙城', '巴以冲突', '已致', '超人', '死亡', '医院', '避难', '加沙', '居民', '讲述', '艰难', '处境', '棉花', '絮飞', '微博', '视频']",2023/11/9 11:04,
18988,"['法新社', '加沙', '办公室', '炸毁', '德国', '记者', '以色列', '军方', '扣押', '威胁', '记者', '军方', '检查', '拍摄', '内容', '发布', '条件', '参与', '报道', '目前为止', '有名', '记者', '加沙', '杀害', '以色列', '新闻自由', '没在', '毕竟', '轰炸', '自由', '总台', '记者', '探访', '巴以冲突', '叙以', '边境', '巴以', '局势', '观察']",2023/11/10 11:49,
18991,"['犹太人', '阿拉伯人', '呼吁', '和平', '居住', '耶路撒冷', '犹太人', '阿拉伯人', '聚集', '悼念', '巴以冲突', '死难者', '巴勒斯坦人', '奥马尔', '足够', '勇气', '哀悼', '对方', '民族', '损失', '以色列', '妇女', '哈尔', '认同', '奥马尔', '哀悼', '哀悼', '勇气', '说出', '结束', '巴以冲突', '中国', '品牌', '微博', '视频']",2023/11/10 11:47,
19000,"['总理', '以色列', '摧毁', '哈马斯', '总理', '以色列', '摧毁', '哈马斯', '巴勒斯坦', '总理', '阿什', '以色列', '试图', '摧毁', '哈马斯', '战争', '目标', '哈马斯', '活动', '不仅仅', '局限', '加沙', '地带', '哈马斯', '成员', '遍布', '约旦河西岸', '黎巴嫩', '叙利亚', '哈马斯', '领导层', '卡塔尔', '世界各地', '消灭', '哈马斯', '目标', '根本无法', '巴以冲突', '微博', '视频']",2023/11/10 13:43,
19023,"['灯塔', '忍不灭', '小国', '村里', '也门', '胡塞', '武装', '击落', '美国', '无人机', '也门', '胡塞', '武装', '公布', '视频', '显示', '也门', '海岸', '击落', '美国', '死神', '无人机', '五角大楼', '证实', '无人机', '摧毁', '福克斯', '新闻', '死神', '无人机', '成本', '巴以冲突', '也门', '胡塞', '武装', '称向', '以色列', '发起', '打击', '仰望', '弗洛伊德', '微博', '视频']",2023/11/9 10:18,
19024,"['以军', '地面部队', '加沙城', '巴以冲突', '已致', '超人', '死亡', '以色列国防军', '发言人', '以军', '地面部队', '加沙城', '摧毁', '哈马斯', '据点', '缴获', '火箭弹', '民众', '以军', '开放', '公路', '加沙', '南部', '撤离', '哈马斯', '下属', '武装', '派别', '卡桑', '旅则', '加沙', '地带', '以军', '激烈', '交火', '击毁', '以军', '坦克', '军车', '央视', '新闻', '微博', '视频', '央视', '新闻', '微博', '视频']",2023/11/9 10:17,
19028,"['巴以冲突', '以军', '封锁', '导致', '饥荒', '加沙城', '粮食', '仅够', '已有', '满载', '物资', '卡车', '驶入', '加沙', '至今', '为止', '卡车', '抵达', '加沙', '北部', '加沙', '城区', '以色列', '军队', '加沙', '城区', '持续', '轰炸', '封锁', '当地', '物资', '紧缺', '导致', '饥荒', '加沙城', '粮食', '仅够', '巴以冲突', '导致', '超过', '死亡', '国防', '时报', '排头兵', '兵道', '微博', '视频']",2023/11/9 10:15,
19033,"['加沙', '战火', '动物园', '指驴', '老虎', '玩伴', '竟是', '同类', '标本', '新一轮', '巴以冲突', '爆发', '至今', '最让人', '揪心', '加沙', '困境', '伤亡', '流离失所', '加沙', '全世界', '人口', '密集', '地方', '重复', '事实上', '巴以', '战火', '加沙', '困境', '早已', '持续', '遭受', '苦难', '人类', '难民', '加沙', '战火', '动物园', '指驴', '老虎', '玩伴', '竟是', '同类', '标本']",2023/11/10 17:19,
19036,"['拜登', '加沙', '地带', '停火', '加沙', '停战', '小时', '拜登', '停火', '当地', '时间', '美国', '总统', '拜登', '离开', '白宫', '伊利诺伊州', '记者', '加沙', '地带', '停火', '可能性', '加沙', '地带', '停火', '持续', '更新', '巴以冲突', '新闻', '微博', '视频']",2023/11/10 17:18,
19053,"['冲突', '流离失所', '加沙', '难民', '忍受着', '极端', '艰辛', '生活', '条件', '位于', '加沙', '南部', '城市', '尼斯', '难民营', '食物', '必需品', '面临', '挑战', '难民', '接到', '通知', '撤离', '房子', '向南走', '妻子', '孩子', '来到', '庇护', '中心', '孩子', '加沙', '屈辱', '生活', '国际', '新闻', '视频', '通讯社', '微博', '视频']",2023/11/10 15:37,
19057,"['网友', '发布', '视频', '指出', '以色列', '直升机', '以色列', '音乐会', '杀死', '网友', '是因为', '以色列国防军', '直升机', '逃离', '音乐会', '所有人', '无差别', '开火', '音乐节', '现场', '人员', '死亡', '汽车', '焚毁', '控辩', '激烈', '交锋', '巴以冲突', '长征', '后卫', '薛伯陵', '微博', '视频']",2023/11/10 12:37,
19060,"['巴以冲突', '访问', '乔治亚', '州立大学', '公共政策', '学院', '门口', '示威抗议', '不得不', '改期', '示威者', '支持', '巴勒斯坦', '抵制', '以色列', '美国', '支持', '电视', '巴以冲突', '新闻报道', '政见', '让你在', '路上', '电影', '付出代价', '总统', '竞选', '不得不', '政治', '表态', '遥远', '地方', '命运', '恶化']",2023/11/10 12:33,
19062,"['巴以', '新一轮', '大规模', '冲突', '持续', '巴以冲突', '已致', '超人', '死亡', '当地', '时间', '巴勒斯坦', '加沙', '地带', '卫生部门', '消息', '新一轮', '巴以冲突', '爆发', '加沙', '地带', '死亡', '人数', '包括', '儿童', '约旦河西岸', '死亡', '海客', '新闻', '微博', '视频']",2023/11/10 12:30,
19064,"['巴以冲突', '走向', '以军', '实施', '战术性', '局部', '停火', '综合', '报道', '当地', '时间', '以色列', '高级官员', '以军', '同意', '加沙', '北部', '实行', '小时', '人道主义', '暂停', '巴以冲突', '截至', '已有', '死亡', '人道主义', '灾难', '死伤', '巴以冲突', '巴以', '局势', '升级', '影响', '走向', '文字', '整理', '晨曦', '制图', '李永丽']",2023/11/10 12:29,
19077,"['加沙', '医院', '避难所', '加沙', '早产儿', '面临', '生死考验', '巴以冲突', '持续', '加沙', '地带', '医院', '药品', '燃料', '短缺', '面临', '流离失所', '居民', '涌入', '以军', '袭击', '威胁', '联合国', '组织', '发表', '联合声明', '医院', '燃料', '耗尽', '估计', '加沙', '地带', '早产儿', '生命', '威胁', '声明', '缺乏', '护理', '加沙', '地带', '孕产妇', '死亡', '人数', '预计', '增加', '新闻', '全球', '微博', '视频']",2023/11/10 19:05,
19080,"['土耳其', '总统', '尔多', '西方', '诚意', '停火', '以色列', '施压', '执行', '联合国', '决议', '以色列', '得不到', '解决', '地区', '世界', '和平', '完整', '国际', '法律', '秩序', '努力', '采取措施', '止血', '美国', '认同', '观点', '阻止', '以色列', '约束', '保证', '阻止', '哈马斯', '以色列', '开火', '开火', '哈马斯', '施压', '俗话', '一个巴掌拍不响', '施压', '巴以冲突', '军事', '科技']",2023/11/10 19:03,
19082,"['否认', '外交部', '回应', '哈马斯', '代表团', '北京', '外交部', '发言人', '汪文斌', '主持', '例行', '记者会', '法新社', '记者', '报道', '哈马斯', '高级官员', '哈马斯', '代表团', '访问', '北京', '中方', '证实', '汪文斌', '巴以冲突', '爆发', '中方', '沟通', '推动', '停火', '止战', '保护', '平民', '提供', '救援', '人道主义', '危机', '发挥', '作用', '中方', '作出', '不懈努力']",2023/11/10 19:02,
19083,"['加沙', '儿童医院', '炮击', '儿童', '断氧', '死亡', '巴以冲突', '超人', '死亡', '巴勒斯坦', '媒体', '报道', '以色列', '军队', '位于', '加沙城', '以西', '纳斯尔', '儿童医院', '发射', '炮弹', '医院', '设施', '受损', '医院院长', '以军', '轰炸', '医院', '停止', '服务', '儿童', '氧气', '断供', '死亡', '以色列', '对此', '暂无', '回应', '以色列', '轰炸', '加沙', '儿童医院', '央视', '新闻', '央视', '新闻', '微博', '视频']",2023/11/10 19:00,
19084,"['外交部', '回应', '哈马斯', '代表团', '北京', '外交部', '网站', '消息', '外交部', '发言人', '汪文斌', '主持', '例行', '记者会', '法新社', '记者', '提问', '报道', '哈马斯', '高级官员', '哈马斯', '代表团', '访问', '北京', '中方', '证实', '网页', '链接', '汪文斌', '回应', '巴以冲突', '爆发', '中方', '沟通', '推动', '停火', '止战', '保护', '平民', '提供', '救援', '人道主义', '危机', '发挥', '作用', '中方', '作出', '不懈努力']",2023/11/10 10:54,
19089,"['巴以冲突', '美军', '无人机', '胡塞', '武装', '击落', '以色列', '加沙', '北部', '印尼', '医疗', '中心', '哈马斯', '阵地', '大规模', '炮击', '空袭', '以色列国防军', '贝特', '印尼', '医院', '哈马斯', '用作', '指挥', '中心医院', '隧道', '建筑群', '印尼', '相关', '机构', '对此', '予以', '否认']",2023/11/10 10:53,
19090,"['伊拉克', '民兵组织', '驻伊美军', '基地', '无人机', '打击', '产业', '转移', '专利', '授权', '好事', '摩托车', '发动机', '技术', '生产线', '转移', '伊朗', '东方', '大国', '无人机', '芯片', '技术', '价格', '白菜', '好处', '受压迫', '中东', '人民', '包皮', '美国', '占领军', '机会', '巴以冲突', '以色列', '巴勒斯坦', '冲突', '以色列', '拒绝', '停火', '战神', '李景隆', '微博', '视频']",2023/11/10 10:52,
19094,"['巴以', '局势', '观察', '总台', '记者', '探访', '巴以冲突', '叙以', '边境', '以色列', '空袭', '叙利亚', '机场', '政府军', '南部', '军事', '据点', '叙利亚', '以色列', '边境', '战场', '战地记者', '地中海', '红房子', '独家', '叙利亚', '以色列', '边境', '观察', '叙以', '边境', '表面', '平静', '实则', '暗流', '涌动', '记者站', '边境线', '以色列', '监视', '物体', '以色列', '威胁', '开枪', '射击', '国际', '时讯', '微博', '视频']",2023/11/10 16:43,
19100,"['白宫', '以色列', '加沙', '地带', '北部', '地区', '小时', '人道主义', '停火', '以色列', '以方', '扣押', '人员', '释放', '停火', '以色列国防军', '以军', '加沙', '地带', '停火', '出于', '人道主义', '援助', '战术性', '局部', '暂停', '商量', '统一', '口径', '以色列', '巴勒斯坦', '冲突', '巴以冲突', '以色列', '刘成春', '微博', '视频']",2023/11/10 16:40,
19101,"['消费', '原油', '交易', '供应', '预期', '油价', '下跌', '导火索', '期货', '巴以冲突', '持续', '国际', '油价', '回落', '归因于', '经济', '增长', '放缓', '导致', '需求', '下滑', '对此', '全球', '石油', '对冲', '基金', '掌门人', '原油', '交易', '美誉', '皮埃尔', '安杜兰', '指出', '预期', '石油', '供应', '原油价格', '回落', '导火索', '新浪', '期货', '模拟', '大赛', '网页', '链接']",2023/11/10 16:40,
19105,"['毫不掩饰', '情绪', '黎巴嫩', '记者', '阿里', '报道', '以色列', '黎巴嫩', '南部', '袭击', '加沙', '地带', '医院', '大型', '避难所', '以军', '地面部队', '加沙城', '巴以冲突', '已致', '超人', '死亡', '医院', '避难', '加沙', '居民', '讲述', '艰难', '处境', '棉花', '絮飞', '微博', '视频']",2023/11/9 11:04,
19120,"['以军', '地面部队', '加沙城', '巴以冲突', '已致', '超人', '死亡', '以色列国防军', '发言人', '以军', '地面部队', '加沙城', '摧毁', '哈马斯', '据点', '缴获', '火箭弹', '民众', '以军', '开放', '公路', '加沙', '南部', '撤离', '哈马斯', '下属', '武装', '派别', '卡桑', '旅则', '加沙', '地带', '以军', '激烈', '交火', '击毁', '以军', '坦克', '军车', '央视', '新闻', '央视', '新闻', '微博', '视频']",2023/11/9 8:21,
19121,"['加沙', '中心', '关系', '博弈', '丛生', '关注', '巴以冲突', '加沙', '中心', '专家', '尚无', '迹象', '显示', '消灭', '哈马斯', '有生力量', '事实上', '以军', '加沙城', '外围', '巴以冲突', '之下', '关系', '微妙', '美参议院', '驳回', '共和党', '提出', '对以', '援助', '计划', '专家', '升级', '援助', '乌以', '角逐', '棋子', '稻香村', '那颗星', '微博', '视频', '环球', '视线']",2023/11/9 8:21,
19123,"['国际', '时讯', '以军', '地面部队', '加沙城', '巴以冲突', '已致', '超人', '死亡', '以色列国防军', '发言人', '以军', '地面部队', '加沙城', '摧毁', '哈马斯', '据点', '缴获', '火箭弹', '民众', '以军', '开放', '公路', '加沙', '南部', '撤离', '哈马斯', '下属', '武装', '派别', '卡桑', '旅则', '加沙', '地带', '以军', '激烈', '交火', '击毁', '以军', '坦克', '军车', '央视', '新闻', '微博', '视频']",2023/11/9 8:20,
19124,"['以军', '地面部队', '加沙城', '巴以冲突', '已致', '超人', '死亡', '以色列国防军', '发言人', '以军', '地面部队', '加沙城', '摧毁', '哈马斯', '据点', '缴获', '火箭弹', '民众', '以军', '开放', '公路', '加沙', '南部', '撤离', '哈马斯', '下属', '武装', '派别', '卡桑', '旅则', '加沙', '地带', '以军', '激烈', '交火', '击毁', '以军', '坦克', '军车', '央视', '新闻', '微博', '视频', '来源', '央视', '新闻']",2023/11/9 8:20,
19139,"['以军', '打击', '叙利亚', '回应', '埃拉特', '无人机', '袭击', '巴以冲突', '以军', '声明', '以色列', '军队', '叙利亚', '领土', '发起', '打击', '回应', '埃拉特', '方向', '发射', '无人机', '以军', '频道', '上称', '以色列国防军', '叙利亚', '组织', '发起', '打击', '组织', '发射', '无人机', '埃拉特', '学校', '以军', '打击', '叙利亚', '回应', '埃拉特', '无人机', '袭击']",2023/11/10 13:38,
19141,"['人巴裔', '议员', '质问', '美政府', '反遭', '谴责', '巴勒斯坦人', '任人宰割', '其他人', '想以', '人类', '应有', '方式', '自由', '尊严', '活着', '当地', '时间', '美国众议院', '唯一', '巴勒斯坦', '议员', '塔伊', '众议院', '提及', '巴以冲突', '悲愤', '说出', '言论', '讽刺', '众议院', '票对票', '决议', '谴责', '塔伊', '巴以', '言论', '剪辑', '熊佩凤', '三湘', '都市报', '微博', '视频']",2023/11/9 0:06,
